food_number,food_name,types_cooking,ingredient_main,ingredient_sub,seasoning,national_classification,kcal
1277,고구마파이,"빵,과자","밀가루(강력분) 416g, 무염버터 32g, 소금 6g, 드라이이스트 9g, 버터(충전용) 250g, 물 120g","고구마 500g, 설탕 20g, 우유 112g, 계핏가루 5g, 럼주 20gㄹ, 생크림 2큰술, 카스텔라가루 100g",,서양,285kcal
1278,곰돌이몰드초콜릿,"빵,과자","다크초콜릿(커버쳐) 100g, 화이트초콜릿(커버쳐) 100g","[핑크색 초콜릿] 푸드컬러(레드컬러) 약간, 화이트초콜릿(커버쳐) 30g",,서양,123kcal
1279,과일카스테라,"빵,과자",카스테라 2쪽,"귤(통조림) 30g, 체리 4개, 키위 1개, 버터 1/2컵, 슈가파우더(슈거파우더) 30g",,서양,350kcal
1280,과일타르트,"빵,과자","[타르트반죽]박력분 250g, 버터 150g, 계란 25g, 분당 100g, [필링반죽]버터 100g, 설탕 100g, 계란 100g, 아몬드분말 50g, 박력분 25g","파인애플(통조림) 1/2캔, 황도(귤통조림) 1/2캔씩, 바닐라향 6g, 체리 약간, [커스터드크림]우유 450g, 계란노른자 54g, 설탕 112g, 전분 45g, 버터 27, 럼주 27g",,서양,380kcal
1281,과일프리터,"빵,과자","사과 1/2개, 복숭아(통조림) 1/4개, 옥수수 1/4컵","건포도 1큰술, 밀가루 1컵, 베이킹파우더 1작은술, 계란 1개, 우유 1/3컵, 설탕 3큰술, 소금 약간","계핏가루 약간, 설탕 약간",서양,213kcal
1282,깨빵,"빵,과자","밀가루(강력분) 300g, 드라이이스트 6g, 설탕 36g, 소금 5g, 물(미지근한) 190g, 버터 18g, 검은깨 10g",계란노른자 1/2개,,서양,200kcal
1283,넛트핫케이크,"빵,과자",핫케이크가루 250g,"계란 1개, 우유 135g, 땅콩 1/4컵, 아몬드 1/4컵, 생크림 200cc, 설탕 1큰술","오렌지주스 1/2컵, 설탕 3큰술",서양,280kcal
1284,노엘케이크(집모양케이크),"빵,과자","박력분 100g, 코코아 23g","설탕 84g, 베이킹파우더 1.5g, 우유 23g, 버터 23g, 물엿 10g, 계란 250g, 설탕 45g","생크림 500g, 장식용 사탕, 초콜렛 약간",서양,370kcal
1285,녹차머핀,"빵,과자","밀가루(박력분) 125g, 베이킹파우더 1/2작은술, 베이킹소다 1/2작은술, 녹차가루 1큰술, 버터 70g, 설탕 80g, 바닐라향 약간","계란 1개, 생크림 20g, 우유 50g, 머핀컵 8개",,서양,185kcal
1286,녹차쉬폰케이크,"빵,과자","계란 10개, 식용유 225g, 설탕ⓑ 290g, 소금 7g, 럼주 30g, 밀가루(박력분) 500g, 베이킹파우더 8g, 녹차가루 20g, 설탕ⓐ 375g, 주석산 2g","생크림 400g, 설탕 20g, 럼주 5g",,서양,320kcal
1287,당근케이크,"빵,과자","당근 1개, 밀가루(박력분) 2컵, 베이킹파우더 1작은술, 계란 2개, 계핏가루 1/3작은술, 설탕 1/2컵, 버터 약간, 베이킹소다 1작은술, 식용유 20g","소금 약간, 정향 약간, 넛맥 약간, 올스파이스 약간, 호두 20g, 건포도 20g, 파인애플통조림 30g",,서양,320kcal
1288,데쎄르,"빵,과자","우유 500ml, 계란노른자 4개, 설탕 100g, 바닐라에센스 약간","계란흰자 3개, 설탕 90g",,서양,480kcal
1289,덴마크식치즈케이크,"빵,과자","크림치즈 400g, 밀가루 1과1/2큰술","우유 1작은술, 계란노른자 3개, 계란흰자 3개, 설탕 125g, 레몬껍질(껍질간것) 약간, 파인애플주스 약간",,서양,420kcal
1290,딸기 샌드쿠키,"빵,과자",박력분 25g,"아몬드가루 25g, 계란흰자 1개, 설탕 70g, 버터 90g","딸기 10개, 키위 2개, 생크림 1컵, 애플민트 적당량",서양,428kcal
1291,딸기생크림케이크,"빵,과자","계란 4개, 박력분 120g, 딸기 적당량, 생크림 800g","설탕 125g, 물엿 25g, 우유 50g, 버터 22g, 무스띠 1장","시럽((물:설탕=2:1)) 100g, 설탕 40g",서양,244kcal
1292,딸기생크림케이크,"빵,과자","딸기 200g, [케이크시트]계란 2개, 설탕 50g, 밀가루(박력분) 60g, 옥수수 전분 3g, 바닐라오일 약간, 버터 15g, 우유 15g","[크림] 플레인요구르트 100g, 생크림 180g, 설탕 15g, 무스틀(2호)","[시럽] 물 40g, 설탕 20g",서양,250kcal
1293,딸기와아몬드추이르,"빵,과자","박력분 25g, 아몬드가루 25g, 딸기 적당량","버터 90g, 생크림 100g","계란흰자 1개, 설탕 70g, 애플민트 약간",서양,265kcal
1294,땅콩버터쿠키,"빵,과자","밀가루 1컵, 땅콩버터 1/2컵","마가린 1/4컵, 황설탕 1/4~1/6컵, 설탕 1/4~1/6컵, 계란 1/2개, 소금 1/4작은술, 베이킹파우더 1/2작은술",,서양,237kcal
1295,레몬수플레,"빵,과자","레몬 4개, 밀가루(박력분) 50g","설탕 50g, 버터 50g, 계란 1개, 우유 2컵",,서양,206kcal
1296,레이즌가나슈초코타르트,"빵,과자",[타르트지] 밀가루(박력분) 100g,"버터 60g, 아몬드가루 20g, 설탕 10g, 슈가파우더 20g, 계란노른자 1개, 소금 약간, 건포도(다진것) 15g, [가나슈] 다크초콜릿 150g, 생크림 100g, 물엿 15g, 버터 30g","[그외 재료] 나빠쥬 약간, 럼에 절인 건포도 50g, 장식용 건포도 약간, 장식용 피스타치오 약간",서양,300kcal
1297,레이즌애플파이,"빵,과자",사과 3개,"버터 1큰술, 설탕 2큰술, 계핏가루 2작은술, 레몬주스 1큰술, 럼주 1큰술, 건포도 30g","밀가루 1과1/2컵, 버터 100g, 설탕 100g",서양,276kcal
1298,레이즌컵케이크,"빵,과자","[머핀] 버터 70g, 밀가루(박력분) 120g, 생크림 3큰술, 럼레이즌 60g","설탕 60g, 계란 노른자 2개, 계란 흰자 1개, 베이킹파우더 1작은술, 소금 약간, [크림] 생크림 120g, 크림치즈 100g, 설탕 20g, 바닐라빈 약간",,서양,312kcal
1299,마들렌,"빵,과자","밀가루(박력분) 200g, 설탕 200g, 계란 200g, 버터 200g, 소금 1/3작은술, 베이킹파우터 1작은술",레몬 1/2개,,서양,80kcal
1300,머랭쿠키,"빵,과자",계란흰자 2개,가루설탕 50g,,서양,274kcal
1301,메뉴판생크림케이크,"빵,과자",밀가루(박력분) 200g,"설탕 200g, 버터 90g, 계란 8개, 생크림 700g, 설탕 13g, 럼주 10g","시럽 50g, 키위 4개, 딸기 1팩, 파인애플통조림 3쪽, 밀감통조림 1캔",서양,325kcal
1302,모닝빵,"빵,과자","밀가루(강력분) 250g, 설탕 37g, 분유 8g, 소금 4g, 계란 1과1/2개, 우유 60g, 물 60g, 생이스트 8g, 버터 30g",우유나 녹인버터 약간,,서양,82kcal
1303,모카케이크,"빵,과자","밀가루 100g, 설탕 150g, 계란 4개, 버터 220g, 바닐라에센스 약간, 물 40g, 커피에센스 3g, 계란노른자 2개","[모카크림] 버터 360g, 설탕 160g, 물 120g, 계란노른자 6개, 커피에센스 약간, 바닐라에센스 약간, [시럽] 설탕 1컵, 물 1컵",,서양,243kcal
1304,미니고구마케이크,"빵,과자","카스텔라 250g, 고구마 800g","생크림 400g, 모양틀(세르클-무스용링띠) 2개","[시럽] 물 200cc, 설탕 200g, 레몬껍질 1작은술, 계핏가루 1/2작은술, 럼주 1큰술",서양,315kcal
1305,미니초콜릿케이크,"빵,과자","박력분(박력분) 200g, 버터 150g, 코코아가루 20g","설탕 75g, 계란 4개, 베이킹파우더 9g, 아몬드가루 75g, 생크림 150g, 머핀컵 8개",,서양,320kcal
1306,바나나초코카스텔라롤,"빵,과자","바나나 1개, 초콜릿 50g, 카스텔라 120g","생크림 3큰술, 럼주 1/2작은술",,서양,357kcal
1307,바나나컵케이크,"빵,과자","버터 90g, 계란 1개, 바나나 4개, 박력분 80g","설탕 80g, 베이킹파우더 1작은술",,서양,285kcal
1308,밤식빵,"빵,과자","밀가루(강력분) 240g, 밀가루(중력분) 15g, 버터 60g, 밤통조림 30g, 밀가루(중력분,토핑) 15g","설탕 45g, 소금 5g, 우유 80g, 계란 1개, 드라이이스트(1큰술) 10g, 물(따뜻한) 1/2컵, 계란 1개","설탕 10g, 버터 15g, 베이킹파우더 2g, 물 15g, 아몬드슬라이스 10g",서양,298kcal
1309,버터링쿠키,"빵,과자","밀가루(박력분) 200g, 버터 150g, 설탕 80g","베이킹파우더 2/3작은술, 계란노른자 2개, 바닐라향 약간, 우유 1큰술, 체리 약간, 아몬드슬라이스 약간",,서양,320kcal
1310,베이비슈크림,"빵,과자","밀가루(박력분) 150g, 버터 100g, 계란 6개, 우유 125g, 물 125g, 설탕 7g, 소금 3g","[커스터드크림] 우유 200g, 바닐라빈 1/2개, 계란노른자 2개, 설탕 40g, 밀가루(박력분) 8g, 밀가루(강력분) 10g, 버터 10g",,서양,187kcal
1311,브라우니치즈케이크,"빵,과자",[브라우니 재료] 다크초콜릿 50g,"계란 1개, 설탕 57g, 버터 50g, 밀가루(박력분) 30g, 소금 약간, 호두 20g, 코코아가루(무가당) 5g, [크림치즈 재료] 요플레(클래식) 180g, 크림치즈 300g, 생크림 50g, 설탕 75g, 계란 2개, 바닐라빈 1/4개, 옥수수전분 15-20g, 호두(장식용) 약간",,서양,425kcal
1312,블루베리케이크,"빵,과자",박력분 90g,"계란 4개, 설탕 100g, 식용유 45g, 물 45g, 베이킹파우더 5g, 소금 0.5g, 바니라향 2g","휘핑크림 200g, 블루베리 300g",서양,348kcal
1313,쁘띠파운드케이크,"빵,과자","밀가루(박력분) 140g, 베이킹파우더 1작은술, 버터 150g, 설탕 120g, 계란 3개, 바닐라향 약간","젤리 20g, 건포도 20g",,서양,255kcal
1314,사과케이크,"빵,과자","밀가루 250g, 사과(홍옥) 5개","베이킹파우더 10g, 계란 3개, 설탕 200g, 무염버터 200g",럼주 1/4컵,서양,269kcal
1315,사과타르트풍핫케이크,"빵,과자","사과 1개, 핫케이크가루 200g","계란 1개, 우유 5큰술, 버터 15g, 설탕 4큰술, 레몬즙 2작은술",,서양,285kcal
1316,쉬퐁케이크,"빵,과자",중력분 150g,"계란 3개, 베이킹파우더 5g, 설탕 100g, 소금 3g, 계란흰자 220g, 설탕 210g, 식용유 85g, 레몬주스 약간",,서양,212kcal
1317,식빵,"빵,과자","강력분 300g, 드라이이스트 6g","설탕 15g, 소금 5g, 분유 6g, 미지근한물 190cc, 버터 15g",,서양,200kcal
1318,아마렛띠,"빵,과자","아몬드(갈은것) 88g, 호두(갈은것) 29g","슈가파우더 125g, 계란흰자(휘핑한것) 50g",,서양,280kcal
1319,아이스크림와플,"빵,과자","밀가루(박력분) 120g, 우유 100g, 시판용아이스크림 2~3스쿱, 바나나(썰은 것) 1개","베이킹파우더 1과1/5작은술, 설탕 40g, 베이킹소다 1과1/4작은술, 계란 1개, 바닐라오일 약간",장식용 초콜릿 약간,서양,386kcal
1320,아이싱쿠키,"빵,과자","박력분 405g, 아몬드분말 80g","버터 160g, 설탕 245g, 계란 88g, 물 15g, 베이킹파우더 2g, 슈가파우더 적당량",,서양,185kcal
1321,애플크레이프,"빵,과자",사과 2개,"설탕 1큰술, 계란 1개, 우유 1컵, 녹인버터 1큰술, 밀가루(박력분) 1컵, 소금 1작은술, 생크림 1/2컵","[사과조림] 황설탕 30g컵, 버터 80g, 계핏가루 1/2작은술",서양,290kcal
1322,오렌지건포도빵,"빵,과자","강력분 300g, 드라이이스트 6g, 설탕 30g","소금 5g, 계란 1개, 우유 150ml, 버터 45g, 오렌지마멀레이드 100g, 건포도 약간, 계란노른자 1/2개, 검은깨 1큰술",,서양,260kcal
1323,오렌지아몬드트일,"빵,과자","밀가루(박력분) 100g, 아몬드슬라이스(슬라이스한것) 180g, 오렌지시럽 1큰술","설탕 120g, 계란흰자 3개, 무염버터 125g",,서양,225kcal
1324,오렌지크레이프,"빵,과자",밀가루(박력분) 100g,"우유 1컵, 계란 1개, 설탕 2큰술","오렌지 1개, 크림치즈 100g, 플레인요구르트 100g",서양,230kcal
1325,전기밥솥케이크,"빵,과자","계란 4개, 밀가루(박력분) 3/4컵, 설탕 1/2컵","베이킹파우더 1작은술, 바닐라향 1/2작은술, 소금 약간, 우유 약간, 녹인버터 2큰술",,서양,230kcal
1326,초코버터쿠키,"빵,과자",밀가루 200g,"버터 150g, 베이킹파우더 2/3작은술, 설탕 80g, 계란노른자 2개, 바닐라향 약간, 우유 1큰술, 초코시럽 약간",,서양,239kcal
1327,초코칩쿠키,"빵,과자","밀가루(박력분) 180g, 버터 80g, 초콜릿 80g","설탕 100g, 베이킹파우더 1/2작은술, 베이킹소다 1/2작은술, 계란 1개",,서양,235kcal
1328,초코칩쿠키,"빵,과자","박력분 180g, 초콜릿 80g","설탕 100g, 베이킹파우더 1/2작은술, 베이킹소다 1/2작은술, 버터 80g, 계란 1개",,서양,120kcal
1329,초코크리스피,"빵,과자","씨리얼 120g, 초콜릿 150g","건포도 50g, 땅콩 50g, 꿀 3큰술",,서양,243kcal
1330,초콜릿무스,"빵,과자","초콜릿 100g, 생크림 150cc","버터 50g, 계란노른자 2개, 설탕 100g, 오렌지(즙낸것) 1큰술, 젤라틴 1큰술, 물 3큰술, 화이트초콜릿(화이트) 약간",,서양,186kcal
1331,초콜릿케이크,"빵,과자","밀가루 35g, 코코아 15g, 초콜릿 150g","설탕 50g, 계란 2개, 우유 2/3큰술, 바닐라액 약간",초콜릿(장식용) 약간,서양,437kcal
1332,초콜릿케이크,"빵,과자","코코아 160g, 밀가루 80g","버터 200g, 럼주 20g, 계란노른자 10개, 설탕(노른자) 100g, 계란흰자 10개, 설탕(흰자) 300g, 다크초콜릿 280g, 생크림 280g",,서양,355kcal
1333,쵸코생크림케이크,"빵,과자","박력분 125g, 쵸코렛 75g","계란 250g, 설탕 150g, 소금 2.5g, 우유 25g, 코코아 17g, 버터 50g, 우유 25g","휘핑크림 250g, 럼주 17g",서양,332kcal
1334,치즈케이크,"빵,과자","크림치즈 250g, 박력분 60g","우유 100g, 마가린 30g, 계란 110g, 전분 30g, 설탕 30g, 생크림 200g, 레몬즙 3g",살구잼 약간,서양,332kcal
1335,카스테라,"빵,과자","박력분 192g, 계란 6개","설탕 192g, 버터 48g, 계란노른자 8개, 소금 약간, 물엿 12g, 우유 56g",,서양,265kcal
1336,커스터드푸딩,"빵,과자","계란 3개, 설탕 90g, 우유 2컵","시럽 2큰술, 식용유 약간","코앵트로 약간, 슈가파우더 약간",서양,460kcal
1337,커피머핀,"빵,과자","박력분 400g, 커피 5g","버터 320g, 설탕 320g, 계란(풀어놓은 것) 480g, 베이킹파우더 8g, 물(따뜻한 것) 50g",,서양,230kcal
1338,쿠키카드,"빵,과자",박력분 300g,"설탕 70g, 버터 66g, 쇼트닝 66g, 계란 40g, 로얄아이싱 약간, 초코볼 약간","소금 2g, 물엿 10g",서양,430kcal
1339,크리스마스케이크,"빵,과자","밀가루(박력분) 500g, 계란 900g, 생크림 적당량","소금 5g, 설탕 600g, 향 2.5g, 식용유 150g, 시럽 약간, 초콜릿 2개, 체리 1개",,서양,296kcal
1340,크림치즈팬케이크,"빵,과자","밀가루 75g, 크림치즈 150g","설탕 2큰술, 오렌지(껍질깐것) 1작은술, 우유 300ml, 계란 3개, 버터 2작은술, 오렌지주스 약간",,서양,341kcal
1341,클래식 쇼콜라,"빵,과자","다크초콜릿 80g, 생크림 68g, 강력분 12g, 박력분 12g, 코코아 48g","버터 60g, 계란노른자 58g, 설탕(노른자) 60g, 계란흰자 88g, 설탕(흰자) 60g",,서양,486kcal
1342,키세스초코땅콩쿠키,"빵,과자","다진아몬드(혹은 땅콩) 40g, 키세스초콜릿 20개","박력분 125g, 베이킹파우더 1/2작은술, 소금 약간, 땅콩버터 55g, 버터 55g, 설탕 50g, 계란 1/2개, 우유 15g",,서양,110kcal
1343,팥앙금빵,"빵,과자","강력분 250g, 팥앙금 300g, 삶은밤 2톨","이스트 7g, 설탕 40g, 소금 1/3작은술, 계란 1/2개, 물 130cc, 버터 15g, 계란노른자 1/2큰술, 물 1/2큰술, 깨 약간",,서양,197kcal
1344,프라이팬넛트쿠키,"빵,과자","박력분 200g, 땅콩 1큰술, 호두 1알, 분설탕 적당량","버터 70g, 계란 1개, 땅콩버터 130g, 설탕 120g, 베이킹파우더 1/2작은술, 아몬드 1큰술",,서양,170kcal
1345,프럼케이크,"빵,과자","밀가루 1컵, 설탕에절인과일(설탕에절인것) 50g, 브랜디 1과1/2큰술","버터 50g, 설탕 1/2컵, 계란 2개, 계란흰자 2개, 설탕 1/2컵, 소금 약간, 바닐라향 약간","베이킹파우더 1/2작은술, 장식용과일(장식용) 약간",서양,335kcal
1346,요구르트젤리,음료,"우유 200g, 플레인요구르트 100g","젤라틴 15g, 물 50g, 통조림과일 2조각, 모양틀 2개",설탕 50g,서양,137kcal
1347,카푸치노,음료,"카페에스프레소 2샷, 우유 2와1/2컵","설탕 약간, 계핏가루 약간",,서양,118kcal
1348,게살소스스파게티,"만두,면류","스파게티 70g, 게살소스 150ml","새우(중하) 2마리, 갑오징어(살) 30g, 홍합 5개, 파슬리 1줄기, 방울토마토 5개","버터 20g, 소금 약간, 후춧가루 약간",서양,435kcal
1349,매운토마토소스펜네,"만두,면류","펜네 400g, 토마토 1개","올리브오일 4큰술, 양파 1개","마늘 4쪽, 오레가노 1/4작은술, 바질 1/4작은술, 설탕 1큰술, 소금 약간, 후춧가루 약간, 핫소스 8큰술",서양,230kcal
1350,빕앤터커파스타,"만두,면류",스파게티 50g,"물 3컵, 올리브오일 2큰술, 양파(다이스) 20g, 다진마늘 1작은술, 오레가노 약간, 파프리카 약간, 후추 약간, 밀가루 1/2작은술, 갑오징어 50g, 작은새우 50g, 화이트와인 30g","소금 1큰술, 레드소스",서양,620kcal
1351,뽀모도로 토마토파스타,"만두,면류","토마토홀 450g, 스파게티 80g","양파 20g, 마늘 2개","화이트와인 30ml, 바질 약간, 타임 약간, 오레가노 약간, 바질 약간, 월계수잎 약간, 로즈마리 약간, 소금 약간, 후춧가루 약간, 올리브오일 약간",서양,415kcal
1352,시칠리아식 파스타,"만두,면류",가지 3개,"파스타(짧은것) 120g, 페코리노치즈 80g, 쇠고기 100g, 완두콩(통조림) 20g, 닭간 2개, 판체타 20g, 베이컨 2개, 기름(튀김용) 적당량, 기름종이 여러장","토마토퓨레 400ml, 바실 약간, 다진마늘 1큰술, 소금 약간, 계란(삶은것) 1개, 올리브오일 적당량",서양,420kcal
1353,정통 나폴리 까르보나라,"만두,면류","페델리니 60g, 베이컨 20g","양파 10g, 이태리파슬리 약간","화이트와인 20ml, 계란노른자 1개, 물 80ml, 파마산치즈 1큰술, 후춧가루 약간, 소금 약간, 올리브오일 약간",서양,543kcal
